id,NAME,house_rules,host id,host name,Construction year,calculated host listings count,host_identity_verified,neighbourhood,neighbourhood group,country code,country,lat,long,room type,price,service fee,minimum nights,availability 365,number of reviews,last_review,review rate number,license,instant_bookable,cancellation_policy,reviews per month
12984748,"Lux 2BR in Chinatown w/WiFi, Gym",Parties and smoking are not allowed under any circumstances and incur significant fees. Pets may be considered with pre-approval and an additional pet fee.,9419684,Mike,2013/10/14,313,t,Chinatown,Chinatown,US,United States,42.35042528,-71.05969261,Entire home/apt,$289.00 ,$100.00 ,7,148,0,,,,f,moderate,
12284774,Boston Lux Studio Apt + Yoga,,30283594,Kara,2015/3/30,749,t,Chinatown,Chinatown,US,United States,42.35077142,-71.060726,Entire home/apt,$209.00 ,$100.00 ,15,206,0,,,,f,flexible,
10117472,LUX Boston 2BR Apt- Financial Dist.,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",30283594,Kara,2015/3/30,749,t,Chinatown,Chinatown,US,United States,42.35132189,-71.06269214,Entire home/apt,$199.00 ,$100.00 ,3,175,0,,,,f,strict,
11126122,2BR Lux Apt in Downtown,,57677138,Sarra,2016/2/6,1,f,Chinatown,Chinatown,US,United States,42.35105901,-71.06289157,Entire home/apt,$319.00 ,$100.00 ,4,29,5,2016/8/12,10,,f,strict,1.09
12067685,Central sunny apt. (fun rugs),"Guests must be fit enough to maneuver themselves and any luggage up 3 flights of winding staircase.  Dishes, pots, pans, and appliances are usable but please leave everything in about the same state that you found it.  Apartment is not sound-proof! I like my neighbors, be kind to them. Don't get me in trouble with them. Don't hesitate to ask questions about function or location of something!! Have a great stay!",3981669,Katerina,2012/10/26,1,f,Chinatown,Chinatown,US,United States,42.34942448,-71.06341297,Entire home/apt,$135.00 ,$20.00 ,4,37,2,2016/5/23,8,,f,flexible,0.42
10116429,Dowtown Boston 1BR Apt.+Indoor Pool,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",30283594,Kara,2015/3/30,749,t,Chinatown,Chinatown,US,United States,42.35125462,-71.06124548,Entire home/apt,$169.00 ,$100.00 ,3,173,1,2016/1/17,10,,f,strict,0.13
13943142,Chinatown Single Bedroom,,82955257,Kristin,2016/7/10,2,f,Chinatown,Chinatown,US,United States,42.34846893,-71.0602084,Private room,$95.00 ,$5.00 ,1,0,2,2016/7/23,10,,f,flexible,1.15
10034113,Boston Lux 2BR Apt + Yoga Studio,,30283594,Kara,2015/3/30,749,t,Chinatown,Chinatown,US,United States,42.34973382,-71.06052321,Entire home/apt,$319.00 ,$100.00 ,15,179,0,,,,f,strict,
11968079,Lux Boston 1BR Apt.- Financial Dist,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",30283594,Kara,2015/3/30,749,t,Chinatown,Chinatown,US,United States,42.35232216,-71.06202555,Entire home/apt,$169.00 ,$100.00 ,2,176,0,,,,f,strict,
4255538,Theater District 1BR 1Bath Cityview,? Check-in time is 12PM (noon). ? Check-in time is 12PM (noon). Please no smoking and no pets in the apartment,11279983,Daniel,2014/1/13,1,t,Chinatown,Chinatown,US,United States,42.34709918,-71.06269808,Entire home/apt,$287.00 ,$100.00 ,2,293,10,2016/9/3,10,,f,strict,0.44
10033710,Boston Lux 1BR-Apt + Yoga Studio,,30283594,Kara,2015/3/30,749,t,Chinatown,Chinatown,US,United States,42.35094857,-71.06111384,Entire home/apt,$219.00 ,$100.00 ,15,179,0,,,,f,strict,
10033322,Boston Lux 1BR Apt + Yoga Studio,"Please remember that this is a residential building.  The building rules, hotel occupancy restrictions, and year-round tenants have to be respected.",30283594,Kara,2015/3/30,749,t,Chinatown,Chinatown,US,United States,42.34953273,-71.06073078,Entire home/apt,$219.00 ,$100.00 ,15,179,0,,,,f,strict,
11982313,Dowtown Boston 2BR Apt-Opera House!,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",30283594,Kara,2015/3/30,749,t,Chinatown,Chinatown,US,United States,42.35094639,-71.06213033,Entire home/apt,$199.00 ,$100.00 ,3,175,0,,,,f,flexible,
14506396,Chinatown Bedroom,,89613233,Krista,2016/8/13,1,f,Chinatown,Chinatown,US,United States,42.34864828,-71.06012876,Private room,$95.00 ,$5.00 ,1,0,2,2016/8/27,10,,f,flexible,2
10261620,Boston Lux 1BR Apt + Yoga Studio,,30283594,Kara,2015/3/30,749,t,Chinatown,Chinatown,US,United States,42.34952368,-71.0597264,Entire home/apt,$219.00 ,$100.00 ,15,179,0,,,,f,strict,
12899321,"Kingston Street, 1bd Service Dwtwn Financial Area",-Building management requires each new guest complete a simple one page resident screening,22541573,Ken,2014/10/14,122,t,Chinatown,Chinatown,US,United States,42.35156674,-71.05930806,Entire home/apt,$242.00 ,,10,351,0,,,,f,moderate,
4445906,Lux Downtown Boston 2BR Apt w/pool,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",9419684,Mike,2013/10/14,313,t,Chinatown,Chinatown,US,United States,42.35158128,-71.06172714,Entire home/apt,$389.00 ,$100.00 ,3,79,3,2016/8/13,8,,f,moderate,0.63
10116601,Dowtown Boston 1BR Apt+Indoor Pool,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",30283594,Kara,2015/3/30,749,t,Chinatown,Chinatown,US,United States,42.35206849,-71.06194463,Entire home/apt,$169.00 ,$100.00 ,3,173,1,2016/4/8,10,,f,strict,0.2
11981674,Dowtown Boston 2BR Apt -Opera House,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",30283594,Kara,2015/3/30,749,t,Chinatown,Chinatown,US,United States,42.35101552,-71.06290707,Entire home/apt,$199.00 ,$100.00 ,3,179,0,,,,f,strict,
12949309,"Kingston Street, 2bd Service Dwtwn Financial Area",- Building management requires each new guest complete a simple one page resident screening,22541573,Ken,2014/10/14,122,t,Chinatown,Chinatown,US,United States,42.35182861,-71.05934182,Entire home/apt,$361.00 ,,10,344,0,,,,f,moderate,
9261381,Modern 1  BR Appt Downtown Boston,,47670141,Sanya,2015/10/28,1,t,Chinatown,Chinatown,US,United States,42.3510316,-71.06278887,Entire home/apt,$225.00 ,,1,0,0,,,,f,flexible,
11772497,"Spacey, cozy apartment in Downtown!",,39536288,Alex,2015/7/25,4,t,Chinatown,Chinatown,US,United States,42.35180091,-71.06135144,Entire home/apt,$255.00 ,,1,0,62,2016/8/30,9,,t,strict,10.69
14420920,Incredible 3-BR Condo Near Boston Common 6W3,,4962900,Stay Alfred,2013/2/4,307,t,Chinatown,Chinatown,US,United States,42.35074235,-71.06273126,Entire home/apt,$119.00 ,$119.00 ,2,342,0,,,,f,strict,
12356183,Lux Furnished Boston 1BR Apt.,,30283594,Kara,2015/3/30,749,t,Chinatown,Chinatown,US,United States,42.3517004,-71.06016254,Entire home/apt,$219.00 ,$100.00 ,15,179,0,,,,f,strict,
2722165,Beautiful downtown loft for 4,Please no LOUD music after 2 AM.  The neighbors have recently complained.  Just be reasonable and cool and everything will be OK.  Thank you : ),13929879,David,2014/4/5,1,t,Chinatown,Chinatown,US,United States,42.35019448,-71.06205569,Entire home/apt,$299.00 ,,2,52,50,2016/9/2,9,,f,strict,1.72
14420354,Beautiful 2BR Condo in Perfect Boston Location 6W2,,4962900,Stay Alfred,2013/2/4,307,t,Chinatown,Chinatown,US,United States,42.35240764,-71.06139662,Entire home/apt,$119.00 ,$119.00 ,2,353,0,,,,f,strict,
12986016,"Lux 1BR in Chinatown w/WiFi, Gym",Parties and smoking are not allowed under any circumstances and incur significant fees. Pets may be considered with pre-approval and an additional pet fee.,9419684,Mike,2013/10/14,313,t,Chinatown,Chinatown,US,United States,42.34989023,-71.06067687,Entire home/apt,$199.00 ,$100.00 ,7,148,1,2016/6/28,8,,f,moderate,0.42
10262069,Boston Lux 2BR Apt. + Yoga Studio,,30283594,Kara,2015/3/30,749,t,Chinatown,Chinatown,US,United States,42.3509297,-71.05977196,Entire home/apt,$319.00 ,$100.00 ,15,179,0,,,,f,strict,
14222649,Chinatown Single Bedroom,,82955257,Kristin,2016/7/10,2,f,Chinatown,Chinatown,US,United States,42.34811636,-71.06165024,Private room,$93.00 ,$5.00 ,1,41,2,2016/8/12,6,,f,flexible,1.76
13762650,"Lux 1BR in Chinatown w/WiFi, Gym",,9419684,Mike,2013/10/14,313,t,Chinatown,Chinatown,US,United States,42.35054645,-71.06060285,Entire home/apt,$199.00 ,$100.00 ,7,148,0,,,,f,moderate,
10117329,LUX Boston 2BR Apt. Logan Airport,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",30283594,Kara,2015/3/30,749,t,Chinatown,Chinatown,US,United States,42.35090795,-71.06197529,Entire home/apt,$299.00 ,$100.00 ,3,179,2,2016/4/6,10,,f,strict,0.25
721979,[1168-2C]Elegant 2BRs - Downtown Boston,No Smoking. Cats Allowed With Fee.,25188,Seamless,2009/7/10,558,t,Chinatown,Chinatown,US,United States,42.35072286,-71.06293733,Entire home/apt,$349.00 ,$150.00 ,3,364,7,2015/10/31,9,,f,super_strict_30,0.17
13624476,Waterfront Northend Condo,,78945679,Louis,2016/6/20,1,f,North End,North End,US,United States,42.36622619,-71.05225031,Entire home/apt,$275.00 ,,1,279,0,,,,f,flexible,
13445221,"Great 2 bedrooms, 2 baths North End (M-G2)",,5578043,Dror,2013/3/22,11,f,North End,North End,US,United States,42.36502857,-71.05216157,Entire home/apt,$299.00 ,$95.00 ,2,70,1,2016/9/6,,,t,strict,1
13059,White Elephant Inn - Downtown! ,All Renters and Guests must be 25 years of age unless accompanied by a parent or guardian. Parties of any kind are not allowed. There is no smoking allowed in the boat. Use of illegal substances will be cause for immediate termination of the rental and reported to the police. All pets must be on a leash when outside the boat.  Quiet hours are between 9:30pm and 8am.  Noise must be kept to a minimum during this time period.,50866,SleepAfloat,2009/11/2,16,t,North End,North End,US,United States,42.36398159,-71.05030896,Entire home/apt,$375.00 ,$197.00 ,2,333,13,2016/7/15,10,,f,strict,0.2
369880,North End Boston Studio Condo,NO SMOKING ALLOWED AND NO PETS ALLOWED!,1683708,Carlos And Cheryl,2012/2/1,3,t,North End,North End,US,United States,42.36609014,-71.05255465,Entire home/apt,$140.00 ,,5,248,16,2016/9/1,9,,f,strict,0.66
822063,Couch perfect for short stay!,,4142522,Heather,2012/11/13,1,f,North End,North End,US,United States,42.36442861,-71.05601662,Shared room,$35.00 ,,1,4,0,,,,f,flexible,
12826145,Spacious 2 story home in Boston's North End,,35738512,Will,2015/6/13,1,f,North End,North End,US,United States,42.36468987,-71.05291981,Private room,$159.00 ,,1,334,4,2016/9/1,10,,f,flexible,4
8555187,bedroom in North End,,14131690,Linda,2014/4/10,1,f,North End,North End,US,United States,42.36662093,-71.05543429,Private room,$84.00 ,,1,0,29,2016/8/22,10,,f,flexible,2.6
10704442,Cozy Apartment with Great Views!,,55310299,Preeti,2016/1/19,1,f,North End,North End,US,United States,42.36702083,-71.05420897,Private room,$100.00 ,,1,0,0,,,,f,flexible,
10928093,Modern 2 bed in Heart of North End,,29385474,Justin,2015/3/15,1,t,North End,North End,US,United States,42.36567957,-71.05666097,Entire home/apt,$125.00 ,$15.00 ,30,0,1,2016/2/14,10,,f,flexible,0.14
9834727,Boston's North End-"Little Italy","Enjoy yourself. Soak in the neighborhood street life. Leave enriched and with some new experiences.  No smoking and no pets allowed. There is an outdoor courtyard area accessible from the door next to the stove. To respect the quiet enjoyment of our neighbors, please refrain from loud conversations or cell phone use in the courtyard area because other buildings abut the courtyard and voices carry. Before leaving, please remove all used linens and towels and leave in laundry bag in closet, wash, dry and put away dishes, pots/pans and utensils. Leave keys in unit and lock the door behind you.",50648271,Richard,2015/12/6,1,f,North End,North End,US,United States,42.36399221,-71.05488133,Entire home/apt,$150.00 ,$50.00 ,2,86,16,2016/8/19,9,,f,strict,2.03
8011545,"private BR in North end, Boston",,42300377,Enzo,2015/8/23,1,f,North End,North End,US,United States,42.36662779,-71.05450943,Private room,$79.00 ,,1,0,47,2016/8/14,10,,f,flexible,3.96
14204600,North End 2 BR | 1 BA Duplex in Little Italy,"- Please Note: This unit was just renovated in 2016 and it comfortably accommodates four guests, but up to 6 guests are permitted if you so desire (two guests in each bedroom and 2 guests on the two available twin size air mattresses). Please request an air mattress(es) (if needed) when making a reservation.  No smoking, no pets, no parties, and must be 25 years old to book.  For check-out, please ensure: - All plates and cups are left in the sink or dishwasher - All trash is left in the kitchen trash can or bagged and left next to the trash can (additional bags are under the sink) - All windows are closed and locked - If used, the air mattresses are deflated and put away (please leave used linens for the air mattresses on the floor) - If furniture was moved during your stay, please return to its original location  Please be mindful to our neighbors in the building, quiet hours after 10pm is not a must, but a nice gesture.  Please be considerate of our next guests who will be staying a",9410008,Jason,2013/10/13,15,t,North End,North End,US,United States,42.36784682,-71.05300114,Entire home/apt,$320.00 ,$100.00 ,3,329,7,2016/8/19,9,,t,strict,5.53
10106081,"In the heart of North End, Boston.",Please no dirty dishes behind. Thank you,40885583,Konstantinos,2015/8/8,1,t,North End,North End,US,United States,42.36646544,-71.05375656,Entire home/apt,$180.00 ,$80.00 ,2,144,25,2016/9/5,10,,f,strict,3.16
14461498,Cozy North End Studio,,20264805,Sabrina,2014/8/19,1,f,North End,North End,US,United States,42.36732588,-71.0547801,Entire home/apt,$150.00 ,$100.00 ,2,225,2,2016/9/5,10,,f,strict,2
4553903,Stunning Luxury North End Loft!,"We expect guests to relax and enjoy themselves, but to be respectful of the space and the community.  Please note: no extra guests allowed and please limit loud noises beyond 10pm (sensitive neighbors).",10850877,Franklin,2013/12/27,2,t,North End,North End,US,United States,42.36561867,-71.05697669,Entire home/apt,$125.00 ,$80.00 ,1,72,140,2016/8/17,9,,f,strict,6.37
11648212,North End Gem,Treat this quaint apartment like it's your own.,38107558,Ally,2015/7/10,1,f,North End,North End,US,United States,42.36638188,-71.05587868,Entire home/apt,$145.00 ,$25.00 ,1,0,6,2016/4/22,10,,t,flexible,0.97
916123,Old North Parlor Flat on the Court,No Smoking on the apartment.  No Ilegal Drugs  No Parties on property. No pets PLEASE TRY  TO BE AS QUIET AS POSSIBLE CONSIDER OTHER NEIGHBORS OR TENANTS. THANK YOU IN ADVANCE!.,3637081,Jose/Jason,2012/9/21,13,t,North End,North End,US,United States,42.36722286,-71.05736033,Entire home/apt,$125.00 ,$45.00 ,1,315,281,2016/8/29,9,,t,strict,6.83
10779412,Boston North End Enchanted  Cottage,"Smoking is allowed on the patio only. No pets unless discussed with owners Be mindful of the neighbors, this is a residential area.",29852577,Joseph And Sue,2015/3/23,1,t,North End,North End,US,United States,42.36863499,-71.05699527,Entire home/apt,$171.00 ,$100.00 ,7,0,0,,,,f,strict,
5782221,"""La Gemma"" - a gem in the North End",Respect the neighbors Absolutely no smoking in and around the property. Respect the neighbors Back door is for Emergency Exit only  (clearly marked) Respect the neighbors We love dogs but sorry no pets,18601802,Gina,2014/7/21,1,t,North End,North End,US,United States,42.36782034,-71.05324155,Entire home/apt,$285.00 ,$80.00 ,2,150,57,2016/8/22,10,,f,flexible,4.05
13744821,"2BR/2ba Large North End, perfect location!",,2042123,Sue,2012/3/31,1,f,North End,North End,US,United States,42.36286159,-71.05569932,Entire home/apt,$400.00 ,$155.00 ,1,1,8,2016/9/6,10,,t,moderate,3.64
12221012,Family Friendly North End 2BR,"PLEASE NOTE THE FOLLOWING BEFORE REQUESTING A BOOKING:  * I will reply as soon as possible to let you know if my apartment will be available for ALL your needs.  - 1. We are happy to host Friendly, Neat, Low-Maintainence Adults & Well-Behaved Children.  ---- All cookware, dishes and utensils in the kitchen are at your disposal ---- There will be basic condiments provided for you, but please ask about food as this is our home. We ask that you rinse whatever dishes you use & place in dishwasher & leave the kitchen as you found it.  - 2. NO UNPAID ADULTS, CHILDREN, OR OVERNIGHT VISITORS PERMITTED  - 3. NO SMOKING  - 4. NO PARTIES  - 5. NO LOUD MUSIC - 6. PETS (decided on a case by case basis, please inquire for more information and additional fees) - 7. PLEASE MAKE REQUESTS EARLY (to ensure availability) FOR ANY EXTRA Special Requests or Needs.  - 8. RATES, AVAILABILITY & AMENITIES ARE SUBJECT TO CHANGE UNTIL A RESERVATION IS FINALIZED, AND WILL DEPEND ON TIME OF YEAR AND WHO REQUESTS A R",28167413,Zachary,2015/2/22,1,t,North End,North End,US,United States,42.36301277,-71.05176378,Entire home/apt,$400.00 ,,2,107,6,2016/8/8,9,,f,strict,1.55
2898226,Modern North End 1BR Apartment,Check-in time is 1PM. Read the manual after you book - it covers everything INCLUDING check in. This manual should come in the check in,10716287,Benjamin,2013/12/19,1,f,North End,North End,US,United States,42.36454385,-71.05326897,Entire home/apt,$210.00 ,,3,63,130,2016/8/18,9,,f,moderate,4.69
12843196,North End Gem,Apartment is located in quiet neighborhood so noise is ok as long as it's not excessive. We have a strict no-pet and no-smoking policy. This is our building policy and also a strongly enforced household policy.,66497629,Daniele,2016/4/9,2,t,North End,North End,US,United States,42.36543143,-71.05735141,Entire home/apt,$350.00 ,$75.00 ,2,325,2,2016/7/10,8,,f,strict,0.92
13478348,Cozy 2BD North End apt,No smoking No pets  No events or parties Check out by 11am  Check in after 3pm $50 fee for lost keys  Please stay out of the nursery unless you have a baby sleeping in there We can be flexible with check in and check out times depending on the next renter's right to a 3pm check in time.,76954514,Rebecca,2016/6/10,1,t,North End,North End,US,United States,42.36424351,-71.05617538,Entire home/apt,$182.00 ,$50.00 ,3,6,10,2016/8/24,10,,f,strict,4.29
14104621,"Simple, comfortable and convenient",,84922021,Lindsay,2016/7/20,1,t,North End,North End,US,United States,42.36591852,-71.05314191,Entire home/apt,$200.00 ,,1,3,1,2016/8/14,10,,t,flexible,1
14857923,"2 Bedroom North End, Walk to Everything, Cozy!","- No parties, NO smoking, treat unit respectfully",21184200,Paige,2014/9/10,30,t,North End,North End,US,United States,42.36592932,-71.05660255,Entire home/apt,$260.00 ,$60.00 ,1,344,0,,,,f,strict,
12269155,Boston Apartment (North End),,66084480,Richard,2016/4/6,1,f,North End,North End,US,United States,42.36520055,-71.05823467,Entire home/apt,$200.00 ,,1,315,55,2016/9/4,10,,t,flexible,11.3
13800505,Downtown Boston semi-private room,,81152656,Malory,2016/7/1,1,t,North End,North End,US,United States,42.36102239,-71.05276753,Private room,$150.00 ,,1,55,5,2016/8/24,6,,f,moderate,4.41
13007124,Modern North End Studio,- Please see above rules and be courteous of neighbors,68072593,James,2016/4/20,2,t,North End,North End,US,United States,42.36707114,-71.05364659,Entire home/apt,$120.00 ,$40.00 ,3,305,21,2016/8/30,8,,t,flexible,5.63
14808548,Cozy Bedroom in the North End,,6873524,Tayler,2013/6/12,2,t,North End,North End,US,United States,42.36555257,-71.05081602,Private room,$102.00 ,,2,12,0,,,,f,moderate,
13248823,Cozy North End Studio - Perfect location!,"Check in/out: We can meet outside of my building at check-in between 4:00pm-6:00pm.  If you can give me an estimated ETA, that would be helpful!  Please leave your keys in the studio when you check-out Thursday afternoon.  I am very flexible with check-out between 12:00pm-3:00pm. Go up 1 flight of stairs, and it will be the first door to the right.   The door locks automatically, but there is a deadbolt and lock.  You do not have to deadbolt the door every time you leave.  TV – Press and hold the “All On” button to turn on TV Towels are on the top shelf in the bathroom, and the bed is all set!   I do have a portable A/C in the second window on the right.  Since I live on the second floor, it does not get too warm, but if you do need it, please remember to turn it off if you are leaving the building. Trash/recycling days are Sundays and Thursdays. There’s trash bags on the third shelf in the bathroom closet to the left.  When you are checking out on Thursday, please take the trash out r",69106634,Andrea,2016/4/26,1,f,North End,North End,US,United States,42.3686825,-71.05430826,Entire home/apt,$210.00 ,$40.00 ,3,0,1,2016/6/23,10,,t,moderate,0.39
12957423,Artist 1BR Loft in North End,"- Please make sure to leave the place clean and organized so as to let other guests enjoy the space. - Cleaning fee covers washing of laundry, vacuuming of floors, changing sheets/bedding, etc. It also covers replacement of toiletry and essentials. - Absolutely NO smoking, NO parties, and please take shoes off upon entering the apt. Thank you and I look forward to providing you with an excellent stay! -James",1723274,James,2012/2/8,2,t,North End,North End,US,United States,42.3639614,-71.05462384,Entire home/apt,$159.00 ,$75.00 ,1,291,36,2016/8/24,9,,t,moderate,10.19
13107648,Private Queen room and Loft with 2 single beds,"You are our guests and we are so glad to have you here.  For your safety, and ours, we ask that you meet your guests off site.  There is no smoking in the building. There are no animals allowed.  If you arrive, and we are not available to greet you, there is a lock box on the outside of the building to the right of the double front doors. The keys to the building and your guest room are there.  Once you have booked, I will give you the code for it.  In consideration of the other guests that will be sharing the bathroom, please keep your use to 15-20 minutes. There is a clipboard to sign up for a specific time for use. (i.e. to keep flight schedule, meeting etc.) If you have children staying with you, have all food and drinks for them in the common area at a table, please no food or drinks for the kids in the guest rooms, ( and loft area) to avoid spills etc.  Please keep your children in the designated areas mentioned. ( your guest room, common area to the left of the partition, and th",46702413,Beth,2015/10/16,2,t,North End,North End,US,United States,42.36666014,-71.05209407,Private room,$120.00 ,$25.00 ,3,224,19,2016/9/1,10,,f,moderate,5.7
2831504,Yknot - Fabulous Rental on Water!,All Renters and Guests must be 25 years of age unless accompanied by a parent or guardian. Parties of any kind are not allowed. There is no smoking allowed in the boat. Use of illegal substances will be cause for immediate termination of the rental and reported to the police. All pets must be on a leash when outside the boat.  Quiet hours are between 9:30pm and 8am.  Noise must be kept to a minimum during this time period.,50866,SleepAfloat,2009/11/2,16,t,North End,North End,US,United States,42.36365227,-71.05123941,Entire home/apt,$425.00 ,$158.00 ,2,335,2,2014/10/5,9,,f,strict,0.07
2842124,Charming 1-bedroom in the North End,"We lived next door for over five years and recently sold our condo, so please don't be an idiot. We had tenants for three years and never heard them, and they never heard us (even when we had a newborn)... and we would expect the same to be true for you. No pets and no smoking.",12312638,Peter,2014/2/17,1,f,North End,North End,US,United States,42.3637822,-71.05564322,Entire home/apt,$150.00 ,$65.00 ,5,141,33,2016/8/31,9,,f,moderate,1.18
14282764,Heart of Historic North End,"Please be considerate of the space and the neighbors.  Sorry, no parties allowed, this is more of a quiet space. Looking for more towels or need an extra pillow? Don't hesitate to text me! Things happen. If something gets broken, please let me know so I can replace it.",651876,Paulina,2011/6/1,1,t,North End,North End,US,United States,42.36728035,-71.05512961,Entire home/apt,$149.00 ,$50.00 ,2,69,3,2016/8/12,7,,f,moderate,2.81
13709092,Spacious & private in the heart of the north end,,65646888,Jeff,2016/4/3,1,t,North End,North End,US,United States,42.3652984,-71.05467505,Entire home/apt,$115.00 ,$25.00 ,1,1,4,2016/8/28,9,,t,flexible,2.4
9858828,North End Oasis,,50745636,Sean,2015/12/7,1,f,North End,North End,US,United States,42.36486693,-71.05769065,Entire home/apt,$150.00 ,,2,0,22,2016/8/30,9,,f,strict,3.3
14035943,Spacious North End 3BR/3BA Garden Apt. (M-G3),,5578043,Dror,2013/3/22,11,f,North End,North End,US,United States,42.36475173,-71.05228017,Entire home/apt,$399.00 ,$95.00 ,1,0,0,,,,t,strict,
7582651,North End Apartment!,,39761134,Haley,2015/7/27,1,f,North End,North End,US,United States,42.36492962,-71.05645065,Entire home/apt,$220.00 ,$25.00 ,2,0,3,2015/11/2,10,,f,flexible,0.25
11924459,"Beth's Place, feel at home.","You are our guests, we are so glad to have you here. For your safety and ours, we ask that you meet your guests off site.  Thus is a non-smoking building. No pets allowed.  Thank you",46702413,Beth,2015/10/16,2,t,North End,North End,US,United States,42.36666039,-71.05315578,Private room,$110.00 ,$25.00 ,2,241,41,2016/9/1,10,,f,moderate,7.37
766700,Under the Light of Old North Church,"No Smoking on the apartment.  No Ilegal Drugs  No Parties on property. No pets PLEASE TRY  TO BE AS QUIET AS POSSIBLE CONSIDER OTHER NEIGHBORS OR TENANTS. THANK YOU IN ADVANCE!. Hull st. court apartment rules: 0.  Absolutely NO smoking in the apartment or  building.  Anyhow if you need to, please do go out to Hull street and people watch while smoking. The North end has multiple cigar bars, too! 1.  Most important, please, No Parties = be quiet, use ""indoor voices"" like they taught us in grade school!  Also, keep the stereo at a reasonable level, etc.   If YOU experience trouble with noise try to contact me immediately and I'll do what I can to stop it. 2.  Please be kind to sheets and towels, leave wet ones in the tub, and generally pick up stuff when leaving.  3. Anything at all recyclable put in the blue wheeled bin on the way out of the building on Hull st court.  Put trash in the blue trash can in the kitchen.  If you are staying for more than a few days and have trash in excess o",3637081,Jose/Jason,2012/9/21,13,t,North End,North End,US,United States,42.36639331,-71.05536891,Entire home/apt,$125.00 ,$45.00 ,1,301,244,2016/9/5,9,,t,strict,6.13
13005579,New renovation on the Freedom Trail,No smoking and no parties.,71536024,Bill,2016/5/11,2,t,North End,North End,US,United States,42.36523984,-71.05213405,Entire home/apt,$310.00 ,$80.00 ,1,340,22,2016/8/29,9,,f,moderate,6.73
3434614,1BR Apartment - North End,,17311095,Keshav,2014/6/26,1,f,North End,North End,US,United States,42.3642099,-71.05407738,Entire home/apt,$160.00 ,$30.00 ,2,2,25,2016/8/8,9,,f,strict,0.94
13573506,North End Beauty,,78285098,Andrew,2016/6/17,1,f,North End,North End,US,United States,42.36574,-71.05541507,Entire home/apt,$559.00 ,$25.00 ,2,0,0,,,,f,flexible,
4518100,2 Bedroom in Boston's North End,"House Rules Welcome to Boston-Furnished-Rentals. We respectfully request that you take care of all furniture, appliances, and all other belongings in our apartments. Pets are allowed only with prior approval. Please turn off all lights and appliances including the A/C and heat when you leave. We also ask that you follow our trash rules while staying with us. The efforts of all our guests allow us to pass on savings for everyone. We look forward to your visit and thanks for choosing Boston-Furnished-Rentals while enjoying Boston.",10478250,Boston Furnished Rentals,2013/12/7,7,f,North End,North End,US,United States,42.36578313,-71.05337556,Private room,$175.00 ,$95.00 ,1,328,14,2016/5/23,9,,f,flexible,0.7
4304969,Designer 1BR North End Modern Cove,"Check Out is at Noon (12:00pm) unless otherwise specified. Cleanliness is next to godliness!  No smoking, no pets, no parties! Please take your shoes off upon entering the apt. Thank you!",1723274,James,2012/2/8,2,t,North End,North End,US,United States,42.36573322,-71.05535836,Entire home/apt,$159.00 ,$75.00 ,1,294,135,2016/9/1,10,,f,moderate,5.85
2943804,Yacht Rental Lola Downtown Boston! ,"PLEASE  NOTE: ? 6.25% MA State Sales Tax is already incorporated into the room rate and extra guest fees. ? The total listed as the cleaning fee is comprised of a $119 cleaning fee and a $39 damage protection plan which provides $3,000 worth of coverage for accidental damage to the property during the stay. There is no smoking allowed in the boat. Use of illegal substances will be cause for immediate termination of the rental and reported to the police. All pets must be on a leash when outside the boat.  Quiet hours are between 9:30pm and 8am.  Noise must be kept to a minimum during this time period.",50866,SleepAfloat,2009/11/2,16,t,North End,North End,US,United States,42.3639776,-71.04953483,Entire home/apt,$190.00 ,$166.00 ,2,335,7,2015/10/21,9,,f,strict,0.29
11922134,Boston's favorite "Little Italy",Residential building so no loud gatherings  No noise after 11  Basically treat it like its your place  No cleaning fee charged so please leave kitchen like you found it,24997738,Anthony,2014/12/19,3,f,North End,North End,US,United States,42.36430462,-71.05616674,Entire home/apt,$165.00 ,,1,326,36,2016/8/19,9,,f,strict,8.71
2043541,16 Battery McPhee’s Apartment (#1R),"House Rules Welcome to Boston-Furnished-Rentals. We respectfully request that you take care of all furniture, appliances, and all other belongings in our apartments. Pets are allowed only with prior approval. Please turn off all lights and appliances including the A/C and heat when you leave. We also ask that you follow our trash rules while staying with us. The efforts of all our guests allow us to pass on savings for everyone. We look forward to your visit and thanks for choosing Boston-Furnished-Rentals while enjoying Boston.",10478250,Boston Furnished Rentals,2013/12/7,7,f,North End,North End,US,United States,42.36684601,-71.05118641,Entire home/apt,$195.00 ,$95.00 ,1,280,37,2016/8/14,9,,f,strict,1.18
