id,NAME,house_rules,host id,host name,Construction year,calculated host listings count,host_identity_verified,neighbourhood,neighbourhood group,country code,country,lat,long,room type,price,service fee,minimum nights,availability 365,number of reviews,last_review,review rate number,license,instant_bookable,cancellation_policy,reviews per month
12154934,"Back Bay, Newbury St. 1BR","We need to know your arrival time ALMOST 2 days before your arrival, as we need to plan arrivals and cleaning, so it's to guarantee you that you will find the flat clean and ready at your arrival. - Check out is 10:00am and if you will be late, we can charge a late check out fee (min $25) and any damage that your delay can cause to the incoming guest or to the cleaning service. - Smoking is not allowed as are loud noises after 10pm or before 9am. - Guests are not allowed to have extra guests. - A regular check out cleaning is included in the price but it doesn't mean that we will wash your dishes or pick up the garbage all around the house, so please use the trash bin and clean after using the kitchen, if not we will take pictures and charge you the extra cleaning. - There is no daily cleaning service during your stay or any change of linen/towels if you're staying more than 3 nights we can agree a change of towels (only), just ask us in advance. We're here to do the best for our guest",65268598,Rob,2016/3/31,1,t,Back Bay,Back Bay,US,United States,42.34841553,-71.08534242,Entire home/apt,$163.00 ,$65.00 ,1,143,31,2016/9/1,8,,f,strict,5.89
7125052,Private Room Back Bay,,37320933,Ken,2015/7/2,1,f,Back Bay,Back Bay,US,United States,42.35292394,-71.08080355,Private room,$275.00 ,,1,0,0,,,,f,flexible,
4044840,Lux 1BR in Post-War Back Bay bldg,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties and smoking are not allowed under any circumstances and incur significant fees. Parties and smoking are not allowed under any circumstances and incur significant fees. Pets may be considered with pre-approval and an additional pet fee.",9419684,Mike,2013/10/14,313,t,Back Bay,Back Bay,US,United States,42.34453455,-71.07980385,Entire home/apt,$298.00 ,$100.00 ,3,5,5,2015/1/5,9,,f,moderate,0.21
13711334,Back Bay Vacation Rental Too  M234-2 $185 NOW,- This is a residential accommodation.  Quiet is important.,32532791,Marie,2015/5/3,37,f,Back Bay,Back Bay,US,United States,42.35150365,-71.08710415,Entire home/apt,$225.00 ,$25.00 ,3,161,1,2016/7/14,6,,f,strict,0.54
11122394,Modern 2BR Penthouse w/Deck,Please no smoking in any of the inside premises or on the roof deck; no loud music; no moving or rearranging furniture; and no guests beyond those indicated at booking (without clearing with owner first).,50587785,Florence,2015/12/5,2,t,Back Bay,Back Bay,US,United States,42.35355892,-71.07409799,Entire home/apt,$450.00 ,$100.00 ,2,298,19,2016/9/4,10,,f,moderate,3.31
9991857,2BR Lux BackBay Apt. by Fenway Park,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",30283594,Kara,2015/3/30,749,t,Back Bay,Back Bay,US,United States,42.34668655,-71.07918967,Entire home/apt,$319.00 ,$100.00 ,2,174,1,2016/5/26,10,,f,strict,0.29
1341072,"Cozy, One bedroom Condo, Back Bay","The apartment feels larger then listed, Nice high ceiling in the living room and an Island kitchen to enjoy breakfast.  The bedroom has a loft that fit a queen mattress, hardwood floors through out.  Bathroom has a bath tub",4161865,Ally,2012/11/15,2,t,Back Bay,Back Bay,US,United States,42.35081829,-71.08802692,Entire home/apt,$175.00 ,$75.00 ,3,6,41,2016/6/11,9,,f,strict,1.56
56937,[1250]Beautiful 2BRs in Back Bay,,25188,Seamless,2009/7/10,558,t,Back Bay,Back Bay,US,United States,42.34654267,-71.07853072,Entire home/apt,$299.00 ,$150.00 ,3,364,10,2015/10/2,8,,f,super_strict_30,0.17
9144588,Back Bay Gem 2,"No smoking in the apartment, in the building or outside of the building.  We ask that you be quiet and respectful of our neighbors.",47618394,Liesl,2015/10/28,2,t,Back Bay,Back Bay,US,United States,42.35392229,-71.07645347,Entire home/apt,$165.00 ,$60.00 ,2,128,43,2016/9/4,10,,f,strict,4.33
1498719,Stylish studio in prime Back Bay!,No smoking is a MUST. Fireplace is decorative only. No candles may be lit - I do have battery operated available.,8008692,Randy,2013/8/7,1,f,Back Bay,Back Bay,US,United States,42.35121527,-71.083148,Entire home/apt,$250.00 ,$75.00 ,3,336,11,2016/9/6,9,,f,strict,0.31
1717816,Modern Comfort with Amazing Views,No smoking or parties allowed,4195134,LifestyleFurnishedApartments,2012/11/19,7,t,Back Bay,Back Bay,US,United States,42.35323745,-71.07939585,Entire home/apt,$99.00 ,$150.00 ,90,340,2,2016/5/30,10,,f,strict,0.13
11590000,Swanky Studio in Historic Back Bay,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",12243051,Flatbook,2014/2/14,363,t,Back Bay,Back Bay,US,United States,42.34889162,-71.08240563,Entire home/apt,$209.00 ,$95.00 ,3,85,11,2016/7/28,9,,t,strict,2.04
6895050,Beautiful Condo/Large Private Deck,"Shoes off at entry. Please NO SMOKERS or smoking on premises.  No loud music or loud voices on deck out of concern for neighbors.  Dispose of trash in receptacles rear of building.  Max 2 guests to share guest bedroom, SOFA IS NOT AN EXTRA BED.  Please NO VISITORS in unit beyond approved Air BND guests.  No use of fire place.  No cleaning fee, please clean dishes and dispose of smelly trash.  Thank you!!! :-)",36130440,Gidget,2015/6/18,1,t,Back Bay,Back Bay,US,United States,42.34865396,-71.08675316,Private room,$250.00 ,,1,32,21,2016/8/10,10,,f,strict,1.56
10138904,Elegant 3BR 2Bath Back Bay Apts.,,51673899,Harriette Ferne,2015/12/18,16,f,Back Bay,Back Bay,US,United States,42.35503448,-71.07373644,Entire home/apt,$330.00 ,,2,315,10,2016/8/21,9,,f,strict,1.27
11121872,Room in Exclusive Flat w/Deck,Please no smoking in any of the inside premises or on the roof deck; no loud music; no moving or rearranging furniture; and no guests beyond those indicated at booking (without clearing with owner first).,50587785,Florence,2015/12/5,2,t,Back Bay,Back Bay,US,United States,42.35366907,-71.07410718,Private room,$150.00 ,$40.00 ,2,303,13,2016/9/1,10,,f,moderate,2.35
6121709,Great Room In Heart of Back Bay,,19044311,Julie,2014/7/28,1,f,Back Bay,Back Bay,US,United States,42.34796211,-71.08409779,Private room,$139.00 ,,2,348,27,2016/8/7,10,,f,flexible,1.8
4065578,Comfortable and Casual Copely Home,"Please no pets! Again, I ask that you not consume my wine or whiskey collection.",16779145,Elizabeth,2014/6/14,1,t,Back Bay,Back Bay,US,United States,42.34514083,-71.08102884,Entire home/apt,$200.00 ,$50.00 ,1,113,68,2016/8/23,9,,t,strict,2.81
9974833,Beautiful 1BR-Top BackBay location,"- No smoking, no pets - No parties and please be quiet after 11pm - Fireplace is functional, but for safety reasons please do not use it - If you use the elevator, please close the inner door after you, otherwise other people won't be able to use it - Take your shoes off when you enter the apartment, you can place them into the closet next to the entrance door",15222708,Purple,2014/5/7,1,t,Back Bay,Back Bay,US,United States,42.35159198,-71.08239647,Entire home/apt,$249.00 ,$50.00 ,3,40,1,2016/4/20,,,f,flexible,0.21
14397533,"Cozy, exposed brick 1bd in the heart of Back Bay","Please do not try and fit more than 4 occupants in the apartment overnight. There is a queen bed in the bedroom and a full-sized pullout couch in the living room that can accommodate 1-2 people.  BUILDING RULES (As enforced by the property owners): - On Wednesday and Sunday night please leave your garbage in sealed garbage or grocery bags outside of the apartment door. It will be picked up early the next morning. - Please do not leave any garbage or personal items in the hallway or foyer, or you will be charged $100 by the building management.  - There are 3 bay windows in the living room, however only the far right one opens. The other two have been nailed shut by the property owners because of the safety risk that they pose when they're opened. Please do not try and open them, as it will damage the window frames. - The fire escape is strictly off-limits. - Please keep the noise level to a minimum and be be respectful of your neighbours.  - Drug possession and usage are prohibited in",23000895,Mika,2014/10/26,1,f,Back Bay,Back Bay,US,United States,42.34932837,-71.08485519,Entire home/apt,$300.00 ,$20.00 ,2,113,0,,,,f,strict,
9809914,"BACK BAY, MIT, BU, Green Line, BEST",? Check-in time is 3PM.,21184200,Paige,2014/9/10,30,t,Back Bay,Back Bay,US,United States,42.34935037,-71.08968698,Entire home/apt,$105.00 ,$55.00 ,3,47,20,2016/8/21,9,,f,strict,2.29
4490826,Lux 2BR in Post-War building,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",9419684,Mike,2013/10/14,313,t,Back Bay,Back Bay,US,United States,42.34500464,-71.0795532,Entire home/apt,$363.00 ,$100.00 ,3,148,3,2016/7/18,8,,f,moderate,0.17
1551205,2 bed/2 bath in the heart of Boston,,8261931,Hamed,2013/8/19,1,t,Back Bay,Back Bay,US,United States,42.34272615,-71.08235023,Entire home/apt,$464.00 ,$100.00 ,2,357,40,2016/8/8,9,,f,moderate,1.1
3601254,Studio in Back bay,With respect to the property and other tenants,17194624,Bernie,2014/6/24,4,f,Back Bay,Back Bay,US,United States,42.35335666,-71.08157617,Entire home/apt,$97.00 ,$15.00 ,2,328,44,2016/9/6,8,,f,strict,1.73
9346513,Superb 1BR Back Bay Condo,"Professional, no smoking, no pets.  Please use seat inside door to remove shoes.",28358624,Len,2015/2/25,1,t,Back Bay,Back Bay,US,United States,42.35329247,-71.07697309,Entire home/apt,$250.00 ,$50.00 ,1,357,7,2016/9/1,10,,f,strict,1.48
4870883,Entire Back Bay Studio,Please clean up after yourselves when leaving.  Minimal noise is appreciated given the close neighbors. Thanks!,25056412,Alexcis,2014/12/21,1,t,Back Bay,Back Bay,US,United States,42.35382533,-71.0767136,Entire home/apt,$150.00 ,$50.00 ,2,0,8,2016/4/25,9,,f,strict,0.44
8351880,Spacious and clean room in Back bay,No pets No parties. No smoking,25296328,Jinchen,2014/12/28,3,t,Back Bay,Back Bay,US,United States,42.35202394,-71.08469115,Private room,$151.00 ,$25.00 ,1,69,71,2016/9/5,9,,f,moderate,6.07
12441,[1300] 3 Bedroom-Back Bay-Penthouse,No Smoking.  Violators will be charged a $500 fine for each violation and may be charged for additional smoke removal following departure. Pets allowed with non-refundable pet fee.  Breed restrictions apply. This is a residential property.  Parties and/or loud music is not allowed after 9:00 p.m.,25188,Seamless,2009/7/10,558,t,Back Bay,Back Bay,US,United States,42.35459065,-71.07238092,Entire home/apt,$399.00 ,,3,305,29,2016/8/18,8,,f,super_strict_30,0.38
7860369,Private Room in Modern Back Bay Apt,,21975471,Grace,2014/9/30,1,t,Back Bay,Back Bay,US,United States,42.34908473,-71.08232079,Private room,$210.00 ,$25.00 ,1,363,1,2016/4/18,,,f,moderate,0.21
11905849,Back Bay 1 Bedroom near the Pru,,18202088,Beantown Suites,2014/7/16,21,t,Back Bay,Back Bay,US,United States,42.34613197,-71.07942554,Entire home/apt,$207.00 ,$50.00 ,2,303,3,2016/6/5,10,,f,moderate,0.58
5581575,2 BR: Back Bay/S End - In the Middle of It All!,"- If using patio, please keep noise to a minimum - If anything breaks, malfunctions, or there are other issues with your stay, please contact me asap so I can address the problem.",28766987,Kathy,2015/3/4,1,t,Back Bay,Back Bay,US,United States,42.34549452,-71.07909621,Entire home/apt,$315.00 ,$75.00 ,1,298,12,2016/9/5,10,,f,moderate,5.9
11201204,Stylish Back Bay Studio,,39051883,Gretchen,2015/7/20,4,f,Back Bay,Back Bay,US,United States,42.35176713,-71.08765359,Entire home/apt,$105.00 ,$150.00 ,4,198,9,2016/8/29,10,,f,moderate,1.7
12626504,Charming Back Bay Brownstone,No smoking anywhere on the property- including the front steps.  No parties- please be considerate of the many neighbors around you.  Please take the trash out at the end of your stay.  The fireplace is not cleared for burning wood but you may use the candles provided. Please blow out candles when you leave.,6723877,Jenni,2013/6/3,1,t,Back Bay,Back Bay,US,United States,42.34845343,-71.08747776,Entire home/apt,$190.00 ,$30.00 ,1,94,4,2016/7/23,9,,f,moderate,1.05
1372816,[1273-1]Fab Studio Close to Newbury,NO Smoking,25188,Seamless,2009/7/10,558,t,Back Bay,Back Bay,US,United States,42.34863087,-71.08525712,Entire home/apt,$209.00 ,,2,328,6,2016/5/19,9,,f,super_strict_30,0.17
13218392,Back Bay Studio - PrudentialCenter/Copley/Symphony,- Respect as if it were your own home is all we ask :),3041265,Humberto,2012/7/24,1,t,Back Bay,Back Bay,US,United States,42.34388019,-71.08399516,Entire home/apt,$145.00 ,$20.00 ,2,0,3,2016/7/21,9,,f,strict,1.25
12268144,"Cozy Room, Back Bay near Newbury St",No smoking inside and no pets. Please be respectful of the hosts and the space.,28974969,Jennifer,2015/3/8,1,t,Back Bay,Back Bay,US,United States,42.34782624,-71.08707703,Private room,$200.00 ,$50.00 ,1,0,4,2016/7/29,10,,f,moderate,0.94
12205324,1BR in the heart of Back Bay,"Treat the home as you would your own.  If staying through a trash day, please leave trash by curb.",65632036,Michael,2016/4/3,1,f,Back Bay,Back Bay,US,United States,42.35217874,-71.08103039,Entire home/apt,$450.00 ,,2,0,0,,,,f,flexible,
14603013,Back Bay Pied a Terre. Fabulous location!,This building is home to quiet professionals; please be respectful of neighbors and be mindful of noise.,16708213,Leigh Ann,2014/6/12,2,t,Back Bay,Back Bay,US,United States,42.35385965,-71.07529441,Entire home/apt,$170.00 ,$55.00 ,2,145,1,2016/9/5,10,,f,moderate,1
13872339,Live Local- Elegant Boston Brownstone.,,76562235,Safia,2016/6/8,2,f,Back Bay,Back Bay,US,United States,42.3516263,-71.07774054,Entire home/apt,$329.00 ,$100.00 ,1,362,4,2016/8/10,10,,f,strict,2.03
12020829,Back Bay 2 Bedroom near the Pru,,18202088,Beantown Suites,2014/7/16,21,t,Back Bay,Back Bay,US,United States,42.34676465,-71.07835282,Entire home/apt,$297.00 ,$50.00 ,2,246,3,2016/4/28,9,,f,moderate,0.63
1776190,[1250-2C] Beautiful 2BRs in Back Bay Near The Pru,No Smoking,25188,Seamless,2009/7/10,558,t,Back Bay,Back Bay,US,United States,42.34631972,-71.0780735,Entire home/apt,$349.00 ,$150.00 ,4,364,1,2014/4/14,8,,f,super_strict_30,0.03
14822424,Beautiful One Bedroom on Coveted Beacon Street!,Please run dishwasher before checking out and respect noise levels for neighbors! :),18776251,Melissa,2014/7/24,2,t,Back Bay,Back Bay,US,United States,42.35257974,-71.07879094,Entire home/apt,$200.00 ,$115.00 ,3,145,0,,,,t,strict,
29155,[1426-2]NEW 3 BR-Bi-Level  Back Bay,NO Smoking,25188,Seamless,2009/7/10,558,t,Back Bay,Back Bay,US,United States,42.3543278,-71.07352114,Entire home/apt,$451.00 ,,3,311,31,2016/8/13,9,,f,super_strict_30,0.6
13674964,Boston Back Bay Penthouse,"Access to kitchen appliances and cutlery, etc. Food and alcohol not included, we are close to a liquor store, Trader Joes and Whole Foods. No parties, no smoking, no pets, no more than 2 guests. Please treat the place as you would your own.",12096454,Casey,2014/2/9,1,t,Back Bay,Back Bay,US,United States,42.34926182,-71.08440122,Private room,$179.00 ,$50.00 ,1,90,5,2016/9/1,10,,f,strict,5
9677207,Beautiful Brownstone near Copley Sq,Please treat our home as if it were your own.,157679,Sara,2010/7/3,1,t,Back Bay,Back Bay,US,United States,42.35265217,-71.07565296,Entire home/apt,$150.00 ,,2,0,4,2016/6/13,10,,f,flexible,0.48
8497555,Entire home w/patio -best location,"You are my guest - please behave as such!  This is where I live. - No neighbor-disturbance-level noise past 11:00PM - No pets of any kind - No smoking - Use the kitchen, not the food (it is ours) - Clean up spills and dishes - No illegal drugs or substances",10132799,Ezra,2013/11/19,2,t,Back Bay,Back Bay,US,United States,42.34945745,-71.08880545,Entire home/apt,$139.00 ,$24.00 ,2,0,7,2016/6/17,8,,f,strict,0.63
10070404,New Back Bay Brownstone 2 Bedroom,"We expect our guests to behave in a respectful manner and try to limit loud sounds and noises (such as music and/or shouting) in the evening. All animals must be well mannered and guests are expected alert us to any animals they may have with them, so that we can clean properly after departure. This apartment is non-smoking.",51673899,Harriette Ferne,2015/12/18,16,f,Back Bay,Back Bay,US,United States,42.35481432,-71.07465235,Entire home/apt,$174.00 ,,2,328,15,2016/8/29,9,,f,strict,1.79
12953937,Charming south end brownstone,"No pets, no smoking inside.",44792241,Lisa,2015/9/21,1,t,Back Bay,Back Bay,US,United States,42.3476909,-71.07338204,Entire home/apt,$196.00 ,$90.00 ,1,283,13,2016/9/1,10,,f,moderate,3.61
2108738,Back Bay Studio,,10750832,Tom,2013/12/21,1,f,Back Bay,Back Bay,US,United States,42.35046437,-71.08893992,Entire home/apt,$150.00 ,$25.00 ,3,0,34,2016/8/14,9,,f,moderate,1.04
1811776,Designer Flat in Best Location,"Parties, group events, having any number of guests above the number of people listed on the reservation either for a few minute visit or otherwise, or playing loud music is not allowed. Neighbors are quiet and respectable professionals and it is strictly necessary to respect their peace and to be discreet at any time. Thank you for your understanding. You can feel free to ask me for anything. Safe travels and see you soon! Sebastien",825370,Sebastien,2011/7/16,1,t,Back Bay,Back Bay,US,United States,42.35142967,-71.07438802,Entire home/apt,$189.00 ,,1,82,173,2016/8/19,9,,t,strict,4.96
1090413,Back Bay-Ctr BOSTON-Lge Rm Pvt Bath,This is a quiet residential street of owner occupied properties.  Guest are expected to be respectful of other quests. No late night loud noise making. No smoking.  Freshly laundered slippers are provided for guests to wear in the house.  We have a no shoes policy inside the house.,1984434,Irene,2012/3/21,1,t,Back Bay,Back Bay,US,United States,42.34501592,-71.08030238,Private room,$120.00 ,$60.00 ,5,342,42,2016/8/28,9,,f,strict,1.62
8206659,Beautiful Back Bay 1BR,,11460448,Perri,2014/1/19,1,t,Back Bay,Back Bay,US,United States,42.34955217,-71.09002974,Entire home/apt,$250.00 ,$60.00 ,1,0,2,2015/9/19,,,f,flexible,0.17
10084216,Private Boston-Back Bay Top Floor w/ Private Deck,,51745385,Dennis,2015/12/19,1,t,Back Bay,Back Bay,US,United States,42.35066562,-71.07915282,Entire home/apt,$200.00 ,$60.00 ,5,15,3,2016/8/22,9,,t,moderate,1.67
10266928,Back Bay Beacon One Bedroom suite,,48494513,Inn Boston,2015/11/8,11,f,Back Bay,Back Bay,US,United States,42.35510227,-71.07316777,Entire home/apt,$229.00 ,,2,183,8,2016/6/20,8,,f,strict,1.06
14722711,Charming One Bedroom near Symphony,,4259723,Josh,2012/11/27,1,f,Back Bay,Back Bay,US,United States,42.34327095,-71.08371101,Entire home/apt,$175.00 ,,3,0,0,,,,f,strict,
11462476,"Back Bay Near Fenway, Hynes, the T",,1369968,Christopher,2011/11/4,3,t,Back Bay,Back Bay,US,United States,42.351433,-71.08808722,Entire home/apt,$200.00 ,,1,308,31,2016/8/14,9,,f,strict,5.08
10266397,Boston Newbury One Bedroom Suite,,48494513,Inn Boston,2015/11/8,11,f,Back Bay,Back Bay,US,United States,42.34834452,-71.08620418,Entire home/apt,$249.00 ,,2,199,4,2016/6/6,7,,f,strict,0.59
9414403,"Clean, Hospitable, Back Bay,",,16492238,Farouk,2014/6/7,1,f,Back Bay,Back Bay,US,United States,42.3459211,-71.08156524,Private room,$97.00 ,,1,36,23,2016/9/4,10,,f,moderate,2.29
14821064,1 BR in the center of Newbury Street,,21938320,Joshua,2014/9/29,1,t,Back Bay,Back Bay,US,United States,42.35106608,-71.08031619,Entire home/apt,$250.00 ,$50.00 ,2,216,0,,,,t,flexible,
14147343,Brownstone Private Room in Backbay w/ roofdeck,"- On a typical weeknight, I will be home from 10pm to 7:30am",34523300,Jie,2015/5/29,1,t,Back Bay,Back Bay,US,United States,42.34959777,-71.08934623,Private room,$102.00 ,$5.00 ,1,0,0,,,,f,flexible,
8822499,Beautiful Back Bay apartment 4 you!,No parties or extra guests! Sorry,45980822,Carolina,2015/10/7,1,t,Back Bay,Back Bay,US,United States,42.35084357,-71.08636652,Entire home/apt,$200.00 ,$60.00 ,1,233,4,2016/8/8,10,,f,moderate,0.77
10228457,Spacious Back Back Studio Steps from Public Garden,"- Quiet building with many long-time residents, so please keep noise-level down - No on-site parking available, but many garages and lots in the area",15338241,Scott,2014/5/10,1,t,Back Bay,Back Bay,US,United States,42.35225242,-71.07175693,Entire home/apt,$200.00 ,$50.00 ,2,17,3,2016/8/13,10,,f,strict,1.36
14917151,Charming Back Bay Studio Loft,Please be respectful of noise levels after 10pm.,40035856,Farron,2015/7/30,1,t,Back Bay,Back Bay,US,United States,42.35212987,-71.07812938,Entire home/apt,$170.00 ,$30.00 ,3,1,0,,,,f,flexible,
9725178,Back Bay/Copley Sq Brownstone 1 Bed,Please remove your shoes when you enter the apartment.  There are trays out to place your shoes -- this is especially important in winter to not track salt and snow everywhere. We have nice hardwood floors that we'd like not to damage.  NO SMOKING -- THIS INCLUDES BEHIND OR IN FRONT OF THE BUILDING NO PETS  Do not bring anyone over who is not on the reservation -- you are the only people permitted to enter the building  Respect our neighbors and do not make noise,3023813,C. Max,2012/7/23,2,t,Back Bay,Back Bay,US,United States,42.35130574,-71.08268034,Entire home/apt,$205.00 ,,3,122,15,2016/8/22,10,,f,strict,1.71
6009031,Three blocks from marathon finish,Enjoy the marathon,28075283,Greg,2015/2/21,1,t,Back Bay,Back Bay,US,United States,42.35227774,-71.08285934,Private room,$220.00 ,,1,0,2,2015/4/22,6,,f,moderate,0.12
7971930,Gem in the Heart of the Back Bay,,1848513,Stacey,2012/3/3,1,t,Back Bay,Back Bay,US,United States,42.35219597,-71.0788546,Entire home/apt,$225.00 ,$40.00 ,2,0,0,,,,f,flexible,
5989418,"2BR+2BA Back Bay, MIT, Harvard, BU",,5809176,Sanjeev,2013/4/7,1,t,Back Bay,Back Bay,US,United States,42.35125745,-71.08435199,Entire home/apt,$975.00 ,$150.00 ,2,0,0,,,,f,strict,
6677469,south end/back bay brownstone,We live in close proximity to our neighbors so we are not able to allow parties or large gatherings or late night partying.,34949685,Oine,2015/6/3,1,t,Back Bay,Back Bay,US,United States,42.34506923,-71.07883958,Entire home/apt,$295.00 ,$50.00 ,2,277,23,2016/8/28,10,,f,flexible,1.6
3302294,Back Bay Quiet Renovated Studio Apt,"No pets, no smoking, no parties.  No guests not on the reservation.  You are liable for any damage. We will give you access to Netflix.  Please respect the account. Please report anything broken at the beginning of your reservation to avoid the loss of your security deposit.  Clean all your dishes and clean up after yourself.  Please keep the noise down.",1369968,Christopher,2011/11/4,3,t,Back Bay,Back Bay,US,United States,42.35257829,-71.08259945,Entire home/apt,$245.00 ,,2,316,133,2016/8/18,9,,f,strict,4.91
12362389,Stunning 2-bed w/ private entrance!,"We expect travelers to leave the apartment in the same condition that they left it in. We take great care of the apartment as we feel it is a truly special home, and hope that others will treat it the same way! We will provide fresh sheets and towels, which guests can put in a pile upon leaving. We do not allow pets unfortunately. Although we love them, the building does not!",2025724,Whitney,2012/3/28,1,t,Back Bay,Back Bay,US,United States,42.35457366,-71.07242763,Entire home/apt,$600.00 ,,2,0,0,,,,f,flexible,
6759004,"Newbury Street By Maverick, Ten",No Smoking  No Pets,22348222,Alicia,2014/10/9,52,t,Back Bay,Back Bay,US,United States,42.34940675,-71.08345968,Entire home/apt,$150.00 ,$225.00 ,7,282,3,2016/8/20,9,,f,strict,0.23
13017460,"Saint Botolph Street, Lux South End/Back Bay 1bd*",- Building management requires each new guest complete a simple one page resident screening,22541573,Ken,2014/10/14,122,t,Back Bay,Back Bay,US,United States,42.34650346,-71.07834995,Entire home/apt,$232.00 ,,10,343,1,2016/8/13,10,,f,moderate,1
4516065,Lux 1BR in Post-War Back Bay bldg,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties and smoking are not allowed under any circumstances and incur significant fees. Pets may be considered with pre-approval and an additional pet fee.",9419684,Mike,2013/10/14,313,t,Back Bay,Back Bay,US,United States,42.34655445,-71.07820343,Entire home/apt,$298.00 ,$100.00 ,3,5,3,2016/3/2,9,,f,moderate,0.26
12264926,A studio in the heart of Back Bay,,34078385,Matthew,2015/5/24,1,f,Back Bay,Back Bay,US,United States,42.3530743,-71.08224202,Entire home/apt,$329.00 ,$120.00 ,1,0,0,,,,f,flexible,
12797493,Back Bay Shared Room with Young Entrepreneur,No kitchen access. No wifi - I do have a hot spot. No key given to you. No extra guest allowed.,33597924,Laura,2015/5/17,1,t,Back Bay,Back Bay,US,United States,42.35080956,-71.08222457,Shared room,$40.00 ,,1,323,8,2016/8/28,9,,f,flexible,2.09
5992501,Back Bay 1-Bedroom next to Newbury,"Please treat the interior of the unit, including all furniture with respect.   No smoking or pets allowed. Enjoy yourself but please keep noise to acceptable levels at night to avoid disturbing neighbors.  No parties please.",1538079,Tom,2011/12/26,1,t,Back Bay,Back Bay,US,United States,42.34889611,-71.08414684,Entire home/apt,$235.00 ,$30.00 ,3,5,20,2016/7/23,10,,f,moderate,1.19
5791960,Back Bay - Newbury St 1 bedroom,No smoking. No pets. ,814298,Brent,2011/7/13,22,t,Back Bay,Back Bay,US,United States,42.3497337,-71.08465376,Entire home/apt,$194.00 ,$100.00 ,2,306,23,2016/8/7,9,,f,strict,1.62
10264774,Copley Garrison Two Bedroom Suite,,48494513,Inn Boston,2015/11/8,11,f,Back Bay,Back Bay,US,United States,42.34735051,-71.0792423,Entire home/apt,$299.00 ,,2,180,10,2016/7/31,9,,f,strict,1.84
5021859,Living Room sofa bed for female,"Maintain cleanliness .  Please carry all the necessary items that is required for your stay , host cannot provide any of it . Also can accomodate females who are veg and eggatarians only",25911903,Esha,2015/1/10,1,f,Back Bay,Back Bay,US,United States,42.34397626,-71.08288061,Private room,$50.00 ,,3,255,0,,,,f,strict,
14442491,Cozy apartment in the heart of Back Bay,,25424192,Yonatan,2014/12/31,3,t,Back Bay,Back Bay,US,United States,42.34963193,-71.08311894,Entire home/apt,$300.00 ,$50.00 ,2,8,0,,,,f,moderate,
9855805,Back Bay Beacon Two Bedroom,"We expect our guests to behave in a respectful manner and try to limit loud sounds and noises (such as music and/or shouting) in the evening. All animals must be well mannered and guests are expected alert us to any animals they may have with them, so that we can clean properly after departure.",48494513,Inn Boston,2015/11/8,11,f,Back Bay,Back Bay,US,United States,42.35482453,-71.07334797,Entire home/apt,$229.00 ,,2,152,20,2016/8/17,9,,f,strict,2.88
7740436,Cozy apartment in heart of Back Bay,"The three main lights of the apartment are on the right of the front entrance.  The far light is for the bed area, the middle one (the black tab you have to flick up and down) is for the main area, and the near switch is for the light right over you as you step in.  The light in the bathroom is by the storage unit.  The light in the kitchen is to your left right as you walk into it.",19911253,Lori,2014/8/12,1,t,Back Bay,Back Bay,US,United States,42.34747333,-71.07334294,Entire home/apt,$175.00 ,$40.00 ,1,4,18,2016/9/5,9,,f,flexible,1.42
6921241,1 BR on Newbury St,"No pets, no children, no smoking (landlord's rules, not ours - sorry!).  Also, it is a pretty quiet building and the owners feel strongly about keeping it this way, so please refrain from any loud music/shouting/partying. Finally, we are happy to take care of stripping/washing the sheets, but would appreciate it if you would clean up any dishes you use during your stay. Other than that, have fun!",36275619,Sam,2015/6/20,1,t,Back Bay,Back Bay,US,United States,42.35002846,-71.0839069,Entire home/apt,$230.00 ,$30.00 ,1,0,2,2015/7/13,10,,f,strict,0.14
4972820,Beautiful 1 Bedroom on Beacon,No smoking or pets allowed,4195134,LifestyleFurnishedApartments,2012/11/19,7,t,Back Bay,Back Bay,US,United States,42.3535795,-71.07779788,Entire home/apt,$130.00 ,$150.00 ,60,303,1,2016/6/24,,,f,strict,0.39
12263690,Lux 2BR Back Bay Apt Near South End,,30283594,Kara,2015/3/30,749,t,Back Bay,Back Bay,US,United States,42.34683654,-71.07842855,Entire home/apt,$319.00 ,$100.00 ,3,168,0,,,,f,strict,
